1682332853669370112,-32.96680,-19.33121,16.91844,0.91766,0.25197,0.28385,0.11763,
1682332854139873536,-29.32846,-17.36521,13.99730,0.87172,0.36939,0.30702,0.09689,
1682332858184934144,-29.38340,-17.34147,13.99151,0.87095,0.37208,0.30735,0.09242,
1682332858721589760,-29.32267,-17.30552,13.94283,0.87070,0.36726,0.31827,0.07557,
1682332862094766336,-29.27534,-17.28986,13.91285,0.87172,0.36228,0.32331,0.06578,
1682332862594321152,-29.28098,-17.28760,13.91952,0.87720,0.36043,0.31119,0.06140,
1682332863060566016,-29.23056,-17.26457,13.87869,0.87182,0.35785,0.32929,0.05863,
1682332863526996736,-29.20004,-17.25592,13.85329,0.87529,0.35342,0.32716,0.04397,
1682332867090616320,-29.16466,-17.23166,13.82039,0.87536,0.34943,0.33254,0.03256,
1682332935871777280,-29.15876,-17.23201,13.81770,0.87929,0.34778,0.32407,0.02942,
1682332936305453056,-29.12022,-17.21942,13.78850,0.87621,0.34515,0.33534,0.02588,
1682332937706881536,-29.09118,-17.20470,13.75737,0.87745,0.34063,0.33743,0.01395,
1682332948821670144,-29.04194,-17.17703,13.70333,0.87845,0.33906,0.33667,0.00374,
1682332952020112384,-28.99499,-17.16203,13.66133,0.87554,0.33546,0.34767,-0.00534,
1682333176423586816,0.06098,-0.00241,-0.00723,0.99995,-0.00064,0.00034,-0.01025,
1682333177992189440,0.11203,-0.00840,-0.00580,0.99975,-0.00160,-0.00073,-0.02214,
1682333181228563200,0.11192,-0.00121,-0.00563,0.99983,0.00107,-0.00146,-0.01808,
1682333181729389312,-0.66691,0.67122,-0.04037,0.99036,-0.12796,-0.00261,0.05293,
1682333182196449792,-0.64800,0.67410,-0.02897,0.99031,-0.12833,-0.00385,0.05304,
1682333186131139584,-0.63692,0.67638,-0.03966,0.99005,-0.12663,-0.00061,0.06132,
1682333187064728320,-0.55324,0.68536,-0.04907,0.99072,-0.12732,-0.00372,0.04750,
1682333196103133952,-0.54868,0.68397,-0.04835,0.99077,-0.12703,-0.00197,0.04728,
1682333196636748544,-0.55695,0.66746,-0.03792,0.99114,-0.13247,-0.00720,0.00653,
1682333197104631296,-0.55796,0.67081,-0.03788,0.99094,-0.13397,-0.00699,0.00567,
1682333197610167552,-0.55810,0.67040,-0.03851,0.99098,-0.13373,-0.00709,0.00581,
1682333203989259520,-0.55828,0.66997,-0.03813,0.99101,-0.13348,-0.00697,0.00586,
1682333204455240704,-0.56075,0.68922,-0.03662,0.99156,-0.12684,-0.00036,0.02679,
1682333206286144768,-0.56096,0.68922,-0.03626,0.99159,-0.12666,-0.00026,0.02676,
1682333206853017344,-0.56097,0.68923,-0.03626,0.99158,-0.12667,-0.00028,0.02675,
1682333239201491968,-0.53150,0.70070,-0.04396,0.99104,-0.13320,-0.00635,0.00769,
1682333239701935872,-0.44611,0.68750,-0.03853,0.99159,-0.12868,-0.00411,-0.01290,
1682333240669586176,-0.34544,0.67314,-0.04602,0.99128,-0.12913,-0.01396,-0.02205,
1682333241170166016,-0.31502,0.67021,-0.04501,0.99084,-0.13085,-0.02981,-0.01501,
1682333241637400064,-0.29337,0.66844,-0.04440,0.99089,-0.12799,-0.03888,-0.01542,
1682333242538271744,-0.22731,0.66564,-0.04705,0.99146,-0.12693,-0.02367,-0.01843,
1682333242971827712,-0.18167,0.66929,-0.05178,0.99142,-0.12880,-0.01040,-0.01964,
1682333244873301248,0.00452,0.65313,-0.06369,0.99134,-0.12948,-0.00954,-0.01947,
1682333247075058688,0.18835,0.65183,-0.06740,0.99149,-0.12756,-0.01028,-0.02403,
1682333249477558784,0.41651,0.63520,-0.07975,0.99174,-0.12524,-0.01163,-0.02495,
1682333250581174016,0.44286,0.62868,-0.07728,0.99115,-0.12442,-0.02640,-0.03810,
1682333251085015040,0.49339,0.64120,-0.08357,0.99094,-0.12803,-0.00727,-0.03994,
1682333251553270016,0.57572,0.63245,-0.09317,0.98734,-0.14583,0.01940,-0.05926,
1682333252019844352,0.56661,0.64153,-0.09715,0.98611,-0.15547,-0.00653,-0.05811,
1682333252486371328,0.62768,0.61305,-0.08948,0.99069,-0.12637,-0.01446,-0.04861,
1682333252952840704,0.65420,0.60223,-0.09341,0.99022,-0.12755,-0.01138,-0.05531,
1682333254552373504,0.63945,0.61218,-0.07297,0.99330,-0.11438,-0.00099,-0.01677,
1682333255052155136,0.55779,0.67315,-0.11579,0.98759,-0.12829,0.00437,0.09047,
1682333255551979520,0.75146,0.67211,-0.13985,0.98761,-0.12482,0.00351,0.09501,
1682333258318049024,0.75859,0.67381,-0.15249,0.98784,-0.12792,0.00660,0.08814,
1682333258789705984,0.81097,0.67591,-0.15273,0.98838,-0.12741,0.00155,0.08291,
1682333259763710976,0.90091,0.68540,-0.16180,0.98901,-0.12806,-0.00170,0.07393,
1682333260728883456,1.00594,0.68431,-0.16991,0.98969,-0.12916,-0.00273,0.06187,
1682333266132812032,1.10264,0.69646,-0.17627,0.99030,-0.12988,-0.00249,0.04939,
1682333267066663424,1.20520,0.69440,-0.18375,0.99052,-0.13141,-0.00477,0.03968,
1682333267534207488,1.25088,0.69496,-0.18817,0.99091,-0.13164,-0.00488,0.02746,
1682333268470507520,1.33990,0.69312,-0.19116,0.99112,-0.13191,-0.00724,0.01517,
1682333269379020544,1.41975,0.69974,-0.19505,0.99107,-0.13303,-0.00770,0.00568,
1682333270245220864,1.53985,0.70291,-0.20209,0.99128,-0.13169,-0.00547,0.00023,
1682333272869009152,1.52872,0.70831,-0.19272,0.99216,-0.12476,-0.00414,0.00648,
1682333273267532544,1.50768,0.75750,-0.18187,0.98361,-0.10632,0.02099,0.14413,
1682333273699211520,1.52787,0.76014,-0.22251,0.97933,-0.12361,0.01671,0.15920,
