1682333020153411328,-0.00007,0.00007,-0.00005,1.00000,-0.00007,-0.00004,-0.00002,0.00000,0.00000,0.00000,
1682333020594142720,-0.00003,0.00009,-0.00016,1.00000,-0.00008,-0.00009,-0.00002,0.00000,0.00000,0.00000,
1682333021030352640,-0.00013,0.00013,-0.00012,1.00000,-0.00011,-0.00009,-0.00003,0.00000,0.00000,0.00000,
1682333021500067328,-0.00004,0.00007,-0.00016,1.00000,-0.00011,-0.00010,-0.00000,0.00000,0.00000,0.00000,
1682333021936315648,-0.00005,0.00008,-0.00016,1.00000,-0.00010,-0.00010,-0.00002,0.00000,0.00000,0.00000,
1682333022372508672,-0.00015,0.00015,-0.00009,1.00000,-0.00013,-0.00008,-0.00004,0.00000,0.00000,0.00000,
1682333022875846656,0.00006,0.00006,-0.00015,1.00000,-0.00008,-0.00007,-0.00001,0.00000,0.00000,0.00000,
1682333023244929280,-0.00007,0.00012,-0.00007,1.00000,-0.00008,-0.00006,-0.00003,0.00000,0.00000,0.00000,
1682333023681134336,-0.00003,0.00001,-0.00005,1.00000,-0.00005,-0.00005,0.00001,0.00000,0.00000,0.00000,
1682333024150902528,-0.00008,0.00011,-0.00004,1.00000,-0.00009,-0.00005,-0.00002,0.00000,0.00000,0.00000,
1682333024587092736,-0.00005,0.00007,-0.00003,1.00000,-0.00006,-0.00004,-0.00002,0.00000,0.00000,0.00000,
1682333025023318016,-0.00010,0.00016,-0.00005,1.00000,-0.00011,-0.00006,-0.00003,0.00000,0.00000,0.00000,
1682333025493053440,-0.00004,0.00010,-0.00004,1.00000,-0.00008,-0.00004,-0.00003,0.00000,0.00000,0.00000,
1682333025929409280,-0.00008,0.00006,-0.00000,1.00000,-0.00007,-0.00004,-0.00002,0.00000,0.00000,0.00000,
1682333026365716736,0.00001,0.00020,-0.00006,1.00000,-0.00010,-0.00004,-0.00006,0.00000,0.00000,0.00000,
1682333026835578112,-0.00006,0.00011,-0.00001,1.00000,-0.00009,-0.00003,-0.00003,0.00000,0.00000,0.00000,
1682333027305389312,0.00006,0.00007,-0.00005,1.00000,-0.00010,-0.00004,-0.00001,0.00000,0.00000,0.00000,
1682333027708065536,0.00004,0.00006,0.00001,1.00000,-0.00003,-0.00001,-0.00002,0.00000,0.00000,0.00000,
1682333028177812224,0.00000,0.00006,0.00002,1.00000,-0.00006,-0.00002,-0.00002,0.00000,0.00000,0.00000,
1682333028614017792,-0.00009,0.00012,0.00004,1.00000,-0.00007,-0.00002,-0.00004,0.00000,0.00000,0.00000,
1682333029083857920,-0.00003,0.00007,0.00007,1.00000,-0.00003,0.00000,-0.00001,0.00000,0.00000,0.00000,
1682333029520105472,-0.00003,0.00006,0.00005,1.00000,-0.00007,-0.00001,-0.00001,0.00000,0.00000,0.00000,
1682333029956338944,0.00004,0.00001,0.00004,1.00000,-0.00005,-0.00000,-0.00000,0.00000,0.00000,0.00000,
1682333030426063872,0.00002,-0.00001,0.00008,1.00000,-0.00003,0.00001,0.00001,0.00000,0.00000,0.00000,
1682333030862295552,-0.00006,0.00010,0.00014,1.00000,-0.00001,0.00002,-0.00004,0.00000,0.00000,0.00000,
1682333031332029440,0.00014,0.00004,0.00007,1.00000,-0.00001,0.00003,-0.00001,0.00000,0.00000,0.00000,
1682333031768242432,0.00001,0.00008,0.00012,1.00000,-0.00002,0.00003,-0.00003,0.00000,0.00000,0.00000,
1682333032204434944,0.00004,0.00003,0.00016,1.00000,0.00001,0.00004,-0.00002,0.00000,0.00000,0.00000,
1682333032674183936,0.00002,0.00002,0.00017,1.00000,0.00001,0.00005,-0.00002,0.00000,0.00000,0.00000,
1682333033110394368,0.00005,0.00009,0.00015,1.00000,-0.00002,0.00004,-0.00003,0.00000,0.00000,0.00000,
1682333033580129280,0.00007,0.00005,0.00021,1.00000,0.00005,0.00007,-0.00003,0.00000,0.00000,0.00000,
1682333034016344320,0.00008,0.00002,0.00019,1.00000,0.00002,0.00006,-0.00002,0.00000,0.00000,0.00000,
1682333034452498432,-0.00001,0.00003,0.00021,1.00000,-0.00000,0.00006,-0.00001,0.00000,0.00000,0.00000,
1682333034922283264,0.00011,-0.00005,0.00021,1.00000,0.00006,0.00008,0.00002,0.00000,0.00000,0.00000,
1682333035358450176,0.00011,0.00001,0.00022,1.00000,0.00001,0.00008,-0.00002,0.00000,0.00000,0.00000,
1682333035864754688,0.00009,-0.00001,0.00020,1.00000,-0.00000,0.00007,-0.00000,0.00000,0.00000,0.00000,
1682333036270548224,0.00003,0.00008,0.00021,1.00000,-0.00003,0.00007,-0.00003,0.00000,0.00000,0.00000,
1682333036708446464,0.00003,0.00000,0.00026,1.00000,0.00001,0.00009,-0.00000,0.00000,0.00000,0.00000,
1682333037178792448,0.00011,0.00009,0.00023,1.00000,-0.00000,0.00009,-0.00003,0.00000,0.00000,0.00000,
1682333037615542528,0.00017,0.00004,0.00020,1.00000,0.00001,0.00008,-0.00001,0.00000,0.00000,0.00000,
1682333038085890048,0.00005,-0.00002,0.00028,1.00000,0.00002,0.00010,0.00001,0.00000,0.00000,0.00000,
1682333038522639872,0.00007,-0.00002,0.00024,1.00000,0.00003,0.00009,0.00000,0.00000,0.00000,0.00000,
1682333038959386368,0.00009,-0.00003,0.00024,1.00000,0.00002,0.00009,0.00001,0.00000,0.00000,0.00000,
1682333039396130560,0.00015,-0.00000,0.00024,1.00000,-0.00000,0.00009,-0.00000,0.00000,0.00000,0.00000,
1682333039832882688,0.00002,0.00003,0.00028,1.00000,0.00003,0.00010,-0.00001,0.00000,0.00000,0.00000,
1682333040437616896,0.00000,0.00005,0.00032,1.00000,0.00001,0.00011,-0.00001,0.00000,0.00000,0.00000,
1682333040739980032,0.00015,0.00009,0.00024,1.00000,-0.00001,0.00010,-0.00002,0.00000,0.00000,0.00000,
1682333041176724736,0.00001,-0.00002,0.00032,1.00000,0.00001,0.00010,0.00001,0.00000,0.00000,0.00000,
1682333041613491200,0.00006,0.00002,0.00033,1.00000,0.00004,0.00012,-0.00001,0.00000,0.00000,0.00000,
1682333042083911936,0.00002,0.00003,0.00035,1.00000,0.00003,0.00012,-0.00000,0.00000,0.00000,0.00000,
1682333042520737024,0.00019,0.00000,0.00026,1.00000,0.00003,0.00010,0.00001,0.00000,0.00000,0.00000,
1682333042991147008,0.00007,-0.00002,0.00032,1.00000,0.00003,0.00011,0.00001,0.00000,0.00000,0.00000,
1682333043461565440,0.00009,0.00010,0.00031,1.00000,0.00001,0.00011,-0.00002,0.00000,0.00000,0.00000,
1682333043898329856,0.00003,-0.00001,0.00036,1.00000,0.00004,0.00012,0.00001,0.00000,0.00000,0.00000,
1682333044368691200,0.00006,0.00002,0.00034,1.00000,0.00003,0.00012,-0.00000,0.00000,0.00000,0.00000,
1682333044805456384,0.00006,0.00001,0.00035,1.00000,0.00006,0.00013,-0.00000,0.00000,0.00000,0.00000,
